date,open,high,low,close,volume,ticker
2023-09-12,177.24751388848827,177.87951732730735,172.6358612060169,174.0973663330078,90370200,AAPL
2023-09-13,174.30471474035696,175.08485308011382,171.80632524830068,172.03346252441406,84267900,AAPL
2023-09-14,171.82610607332606,173.89987544974738,171.41135521167203,173.54437255859375,60895800,AAPL
2023-09-15,174.27512191376346,174.29487626046748,171.64836639188815,172.823486328125,109259500,AAPL
2023-09-18,174.27511585610648,177.13889330258442,173.96899129951683,175.7465057373047,67257600,AAPL
2023-09-19,175.30212586469654,177.38576479928514,174.91699900323943,176.832763671875,51826900,AAPL
2023-09-20,177.0203732393163,177.45487842056565,173.20859833310675,173.2974853515625,58436200,AAPL
2023-09-21,172.36922214048295,174.0973581099587,171.6878404044714,171.7569580078125,63149100,AAPL
2023-09-22,172.4877052502978,174.86759879629756,171.87545623128412,172.606201171875,56725400,AAPL
2023-09-25,172.0236252140543,174.7590223733822,171.97424687659256,173.88014221191406,46172700,AAPL
2023-09-26,172.63588402695854,173.01112622988728,169.5153600429677,169.81161499023438,64588900,AAPL
2023-09-27,170.4633463371719,170.87809720821267,166.93795639924983,168.3007049560547,66921800,AAPL
2023-09-28,167.22430983558627,169.88070413963854,165.52579782856736,168.5574493408203,56294400,AAPL
2023-09-29,169.870831028669,170.90771561508154,168.21181267677895,169.07095336914062,51861100,AAPL
2023-10-02,169.08084887750982,172.12237043121976,168.79446358018748,171.57923889160156,52164500,AAPL
2023-10-03,170.1078282132375,171.46072207785286,168.6858318118607,170.24607849121094,49594600,AAPL
2023-10-04,168.95244285882518,172.03347264460572,168.83394692911625,171.49034118652344,53020300,AAPL
2023-10-05,171.61871413723316,173.2579782200924,170.52258153582127,172.7247314453125,48527900,AAPL
2023-10-06,171.62862082907643,175.76627518846593,171.01635659512883,175.27252197265625,57266700,AAPL
2023-10-09,174.6009972191987,176.81301689163445,173.60362121945622,176.75376892089844,42390800,AAPL
2023-10-10,175.87486944103904,177.4746247468579,175.72673446240606,176.16123962402344,43698000,AAPL
2023-10-11,175.9736487921809,177.60304349794123,175.38115395493855,177.5536651611328,47551100,AAPL
2023-10-12,177.8202822818536,180.0619109305439,176.80313684087554,178.45228576660156,56743100,AAPL
2023-10-13,179.1533924067404,179.6570151987734,175.91437292525092,176.61550903320312,51427100,AAPL
2023-10-16,174.5417330268598,176.84262444155877,174.3047260977915,176.48712158203125,52517000,AAPL
2023-10-17,174.44296868905948,176.19085892709333,172.6160912129652,174.9367218017578,57549400,AAPL
2023-10-18,173.38638119353993,175.36139405816417,172.92225196490105,173.64312744140625,54764400,AAPL
2023-10-19,173.84059314667203,175.61810740546204,173.00122187734726,173.26785278320312,59302900,AAPL
2023-10-20,173.11972583296543,173.22835212793277,170.4830858385587,170.7200927734375,64244000,AAPL
2023-10-23,168.77469287243957,171.83595313524123,167.80692592091492,170.8385772705078,55980100,AAPL
2023-10-24,170.88799016172553,171.50023932449824,169.30797385167378,171.2731170654297,43816600,AAPL
2023-10-25,169.73259505065448,170.89784530264086,168.51795139973865,168.96234130859375,57157000,AAPL
2023-10-26,168.2414494672427,169.2388405091802,163.600172706508,164.804931640625,70625300,AAPL
2023-10-27,164.82467062426355,166.8490614359056,164.745668316651,166.11830139160156,58499100,AAPL
2023-10-30,166.90832288755587,169.03145545417337,166.7601878982554,168.16244506835938,51131000,AAPL
2023-10-31,167.23421730907862,168.76484019690602,165.80232095364974,168.636474609375,44846000,AAPL
2023-11-01,168.86356825336904,172.0532092124064,167.99455793411695,171.7964630126953,56934900,AAPL
2023-11-02,173.32711052996643,175.5588693503195,173.26786256268767,175.35150146484375,77334800,AAPL
2023-11-03,172.06309922812656,174.61086723243213,171.1842192438163,174.44297790527344,79829200,AAPL
2023-11-06,174.17635419198152,177.18823614800198,174.00847994055556,176.99073791503906,63841300,AAPL
2023-11-07,176.94139988237026,180.1606805785339,176.7340319643902,179.54843139648438,70530000,AAPL
2023-11-08,180.07177947416378,181.15802736111343,179.32126504404005,180.6050262451172,49340300,AAPL
2023-11-09,180.67415869856794,181.81965455110011,179.53851741631973,180.1310272216797,53763500,AAPL
2023-11-10,181.910910546582,184.48181599083316,181.47583284789292,184.31370544433594,66133400,AAPL
2023-11-13,183.74020094629049,183.94784205398747,182.14822040593083,182.7316131591797,43627500,AAPL
2023-11-14,185.59914075952597,186.0045554032819,184.21481647353394,185.34205627441406,60108400,AAPL
2023-11-15,185.74744196041772,187.3789678351275,185.67821821290843,185.9056396484375,53790500,AAPL
2023-11-16,187.4482222334322,188.82266388785246,186.5385061665612,187.58665466308594,54412900,AAPL
2023-11-17,188.12059370194675,188.24914348244,186.4594046371221,187.56686401367188,50922700,AAPL
2023-11-20,187.76462241033667,189.7620174322178,187.75473976876387,189.30715942382812,46505100,AAPL
2023-11-21,189.26759612132614,189.37636552049437,187.61628985249988,188.50621032714844,38134500,AAPL
2023-11-22,189.3467095850447,190.77057938008178,188.6940931656517,189.16871643066406,39617700,AAPL
2023-11-24,188.73363999587542,188.76330300712377,187.13177703645835,187.84371948242188,24048300,AAPL
2023-11-27,187.79427548166112,188.53588093642713,186.78568783853885,187.6657257080078,40552600,AAPL
2023-11-28,187.65581951789036,188.9412718291061,187.28006797313506,188.2688751220703,38415400,AAPL
2023-11-29,188.7633011569372,189.9399842182602,186.85491037465812,187.25042724609375,43014200,AAPL
2023-11-30,187.71515943504943,188.18979776505014,186.08363355367433,187.8239288330078,48794400,AAPL
2023-12-01,188.19969953750024,189.4159283197641,187.11200544734405,189.09951782226562,45704800,AAPL
2023-12-04,187.85361573572166,187.9228394923183,185.35193435249073,187.3097686767578,43389500,AAPL
2023-12-05,188.08107862980322,192.22416932395984,188.05140052424628,191.25514221191406,66628400,AAPL
2023-12-06,192.27355320919483,192.58008102103562,189.95974802820277,190.1674041748047,41089700,AAPL
2023-12-07,191.46279066889767,192.81745204226402,191.42322992176048,192.0956268310547,47477700,AAPL
2023-12-08,192.02637677770835,193.79635031367135,191.50231010992096,193.5194854736328,53406400,AAPL
2023-12-11,190.9485830810774,191.3243346926335,189.27749628821252,191.01779174804688,60943700,AAPL
2023-12-12,190.9189094878757,192.54055280703432,189.57413099725628,192.53067016601562,52696900,AAPL
2023-12-13,192.90642113434447,195.78385412672148,192.66911702808835,195.7443084716797,70404200,AAPL
2023-12-14,195.80361960949875,197.38570218691584,193.96443748585023,195.89260864257812,66831600,AAPL
2023-12-15,195.3190970971854,196.17935458626624,194.79503045579114,195.35865783691406,128538400,AAPL
2023-12-18,193.8952224343076,194.4291868327445,192.21425301938103,193.6974639892578,55751900,AAPL
2023-12-19,193.96443406555753,194.74558515548247,193.69745188302565,194.73570251464844,40714100,AAPL
2023-12-20,194.69613029502625,195.46739869863922,192.64930725097656,192.64930725097656,52242800,AAPL
2023-12-21,193.9051267903215,194.8741537657828,191.33422165280876,192.50100708007812,46482500,AAPL
2023-12-22,192.99543854216262,193.22287512809206,190.81018243983385,191.43313598632812,37149600,AAPL
2023-12-26,191.44298138124012,191.719846217368,190.6717128965979,190.88925170898438,28919300,AAPL
2023-12-27,190.33552729492325,191.33421726083122,188.95118798803827,190.98812866210938,48087700,AAPL
2023-12-28,191.96704448132198,192.48122849088116,191.00790021395272,191.41331481933594,34049900,AAPL
2023-12-29,191.72972215657148,192.2241257878035,189.58401220758475,190.37506103515625,42672100,AAPL
2024-01-02,185.05525771688224,186.3308274284663,181.83175174149957,183.56216430664062,82488700,AAPL
2024-01-03,182.15808112880916,183.79950485996184,181.37691491631995,182.187744140625,58414500,AAPL
2024-01-04,180.1112512492328,181.04073256447913,178.85547678867908,179.8739471435547,71983600,AAPL
2024-01-05,179.95303087035154,180.71440156415224,178.15339449300276,179.15208435058594,62379700,AAPL
2024-01-08,180.0519155054874,183.52263874374273,179.46852282651062,183.4830780029297,59144500,AAPL
2024-01-09,181.8614486084712,183.07767744176536,180.68476543102267,183.0677947998047,42841800,AAPL
2024-01-10,182.28661640904596,184.31365913260458,181.8614214601624,184.10601806640625,46792900,AAPL
2024-01-11,184.45208965863696,184.9563909902637,181.56477442626638,183.51272583007812,49128400,AAPL
2024-01-12,183.9774674403319,184.64986419021457,183.1172099941003,183.8390350341797,40477800,AAPL
2024-01-16,180.1211286782067,182.19761480887055,178.90488492167398,181.57467651367188,65603000,AAPL
2024-01-17,179.24109293861534,180.88250149305736,178.2819487070673,180.6352996826172,47317400,AAPL
2024-01-18,184.00715864056133,187.0230241166397,183.7500741577492,186.51873779296875,78005800,AAPL
2024-01-19,187.21088801676132,189.80155831594578,186.70660172518024,189.41592407226562,68903000,AAPL
2024-01-22,190.14763349819026,193.14371820043874,190.1080727596782,191.71983337402344,60133900,AAPL
2024-01-23,192.8371789062756,193.55900391718882,191.6604959575266,192.99537658691406,42355600,AAPL
2024-01-24,193.232744842077,194.18200660712424,192.16483101440033,192.3230438232422,53631300,AAPL
2024-01-25,193.03497008475262,194.07322080915367,190.94858599423335,191.99671936035156,54822100,AAPL
2024-01-26,192.09558049769083,192.5800863732271,189.7916578927919,190.2662811279297,44594000,AAPL
2024-01-29,189.86086444187634,190.04874022336423,187.45807019569023,189.58399963378906,47145600,AAPL
2024-01-30,188.80286821503816,189.65324309628332,185.37170567810733,185.93531799316406,55859400,AAPL
2024-01-31,184.94651023142666,185.00585134318092,182.28663127585358,182.3360595703125,55467800,AAPL
2024-02-01,181.93066720224104,184.85752846784007,181.76257176566293,184.76853942871094,64885400,AAPL
2024-02-02,177.84687547061628,185.2332669548565,177.24370243482153,183.76983642578125,102551700,AAPL
2024-02-05,186.04410163536497,187.13179578344227,183.75995901240586,185.57936096191406,69668800,AAPL
2024-02-06,184.76853636353553,187.19111127921153,184.67954732588265,187.1812286376953,43490800,AAPL
2024-02-07,188.50622203381667,188.91163664571195,186.49894443287428,187.2899932861328,53439000,AAPL
2024-02-08,187.27021997882892,187.418535043408,185.2530596605407,186.2122039794922,40962000,AAPL
2024-02-09,186.77652244170517,188.10322646586073,186.13298359451971,186.97454833984375,45155200,AAPL
2024-02-12,186.5487888854563,186.79630612181433,184.93497167008087,185.29139709472656,41781900,AAPL
2024-02-13,183.92513863049606,184.36077144619387,181.68757282391297,183.20237731933594,56529500,AAPL
2024-02-14,183.4796068721132,183.6875129162611,180.62820312290157,182.3212127685547,54630500,AAPL
2024-02-15,181.72716915991907,182.65783644316613,179.5490203671251,182.03408813476562,65434500,AAPL
2024-02-16,181.59844306951368,183.01424950876478,179.8658224253954,180.4994659423828,49752500,AAPL
2024-02-20,179.98463913307552,180.61828269677792,178.21242224791314,179.75692749023438,53665600,AAPL
2024-02-21,180.13316833455778,181.0737309260645,178.86588113831095,180.5093994140625,41371400,AAPL
2024-02-22,181.65784073265692,183.12315360761588,180.64798131414128,182.53900146484375,52292200,AAPL
2024-02-23,183.1726595934398,183.20236045475278,180.4202689919066,180.7073974609375,45119700,AAPL
2024-02-26,180.43019254491847,180.9450175834942,178.85597124394113,179.3609161376953,40867400,AAPL
2024-02-27,179.30152539649055,182.09351248592515,177.77681047698752,180.8163299560547,54318900,AAPL
2024-02-28,180.69748823755316,181.30143093346823,178.34113428414614,179.61831665039062,48953900,AAPL
2024-02-29,179.4698267249393,180.75691955299587,177.74710108364005,178.95498657226562,136682600,AAPL
2024-03-01,177.76690051629518,178.73716395290236,175.61845249589473,177.8758087158203,73563100,AAPL
2024-03-04,174.40064432483445,175.14319605787904,172.06408093389737,173.361083984375,81510100,AAPL
2024-03-05,169.06417026385637,170.3314573247722,167.9354922531265,168.43052673339844,95132400,AAPL
2024-03-06,169.36121186741923,169.53943215491887,167.00484265804033,167.4404754638672,68587700,AAPL
2024-03-07,167.47017484778516,169.0344857697736,166.81674075207243,167.32167053222656,71765100,AAPL
2024-03-08,167.32166963491963,171.9749911536114,167.26226790901475,169.03448486328125,76267000,AAPL
2024-03-11,171.22256991091453,172.64827197645664,170.34140892696936,171.03445434570312,60139500,AAPL
2024-03-12,171.43045147590772,172.3017170819102,169.31170429451927,171.50965881347656,59825400,AAPL
2024-03-13,171.05422401757613,171.4700511814422,169.0641756745517,169.43051147460938,52488700,AAPL
2024-03-14,171.19284931228447,172.57893998999515,170.34138929390355,171.28195190429688,72913500,AAPL
2024-03-15,169.47013396047814,170.90573120117188,168.5988682774061,170.90573120117188,121752700,AAPL
2024-03-18,173.82641511894556,175.94516209588443,171.79677072295308,171.99478149414062,75604200,AAPL
2024-03-19,172.6086342803731,174.85609525037736,171.31164624406932,174.33135986328125,55215200,AAPL
2024-03-20,173.97492929704185,176.8956298828125,173.3511809805003,176.8956298828125,53423100,AAPL
2024-03-21,175.29172116809335,175.72735394947048,169.14338597139206,169.66812133789062,106181300,AAPL
2024-03-22,170.05426688241553,171.33146450930536,168.37115239719608,170.56910705566406,71160100,AAPL
2024-03-25,168.87608692531137,170.2324767040703,167.76719930445816,169.15330505371094,54288300,AAPL
2024-03-26,168.3117257823714,169.71762191427138,167.89589862566189,168.0246124267578,57388400,AAPL
2024-03-27,168.71767294274684,171.87599567632833,168.42064920188324,171.5888671875,60273300,AAPL
2024-03-28,170.04434616825796,170.51957504542207,168.8166552027259,169.7770233154297,65672700,AAPL
2024-04-01,169.48992969134684,169.54933141950085,167.79690490268092,168.34144592285156,46240500,AAPL
2024-04-02,167.40089107386055,167.65830361021796,166.55932626663449,167.16326904296875,49329500,AAPL
2024-04-03,167.11374996517486,168.98497988400436,166.90584392266877,167.9652099609375,47691700,AAPL
2024-04-04,168.5988199463773,170.212637026558,167.1434326171875,167.1434326171875,53704400,AAPL
2024-04-05,167.90581505219322,168.69787335368648,167.2721714324497,167.8959197998047,42104800,AAPL
2024-04-08,167.35140261724945,167.51971257536823,166.5692545639612,166.77716064453125,37425500,AAPL
2024-04-09,167.02464767080627,168.39094781013864,166.67813256359855,167.98501586914062,42373800,AAPL
2024-04-10,167.12365945587084,167.4107728345435,165.45044033625643,166.11378479003906,49709300,AAPL
2024-04-11,166.66823651643443,173.7175391133101,166.49003132152566,173.30169677734375,91070300,AAPL
2024-04-12,172.52944039553972,176.58872985356905,172.47994902506244,174.7967071533203,101670900,AAPL
2024-04-15,173.61848833629102,174.87588010863277,170.78689058947398,170.97500610351562,73531800,AAPL
2024-04-16,170.04436539186383,172.0343988146065,166.59892920522176,167.69790649414062,73711200,AAPL
2024-04-17,167.9256158132339,168.95528100035153,166.33160400390625,166.33160400390625,50901200,AAPL
2024-04-18,166.36129252101995,166.96523521407434,164.8959946340493,165.38111877441406,43122900,AAPL
2024-04-19,164.55936395716853,164.74746436429578,162.45051229612085,163.3613739013672,68149400,AAPL
2024-04-22,163.8762247169617,165.59893510418706,163.13367296874276,164.1930389404297,48116400,AAPL
2024-04-23,163.70792820716713,165.39104261951863,163.28219064755024,165.24252319335938,49537800,AAPL
2024-04-24,164.88609429896647,167.6186945681344,164.55938480415762,167.3414764404297,48251800,AAPL
2024-04-25,167.84640961058278,168.9156860278579,166.4801094484109,168.2028350830078,50558300,AAPL
2024-04-26,168.19292468782604,169.63841695172266,167.49986430971396,167.61868286132812,44838400,AAPL
2024-04-29,171.64827897757164,174.28186646983917,171.38097119165224,171.77699279785156,68169400,AAPL
2024-04-30,171.6086653165762,173.25218351807536,168.31173366197407,168.63845825195312,65934800,AAPL
2024-05-01,167.8959009696714,170.9948217396029,167.43056733625505,167.61868286132812,50383100,AAPL
2024-05-02,170.79680537480178,171.69777183075684,169.19289835753364,171.3116455078125,94214900,AAPL
2024-05-03,184.7963833456082,185.14291355827163,180.84601747897057,181.55886840820312,163224100,AAPL
2024-05-06,180.53911545314375,182.37073431535399,178.62827413884693,179.9054718017578,78569700,AAPL
2024-05-07,181.6281680754234,183.06376520709566,179.51933122687228,180.58859252929688,77305800,AAPL
2024-05-08,181.0341248704048,181.25194126160505,179.64801918938014,180.9252166748047,45057100,AAPL
2024-05-09,180.74699689996783,182.82614787366472,180.3014688648197,182.73704528808594,48983000,AAPL
2024-05-10,183.3120539854214,183.50042466657956,180.56585391849484,181.4779510498047,50759500,AAPL
2024-05-13,183.84743912898392,185.49318663872077,183.0344740478803,184.6802215576172,72044800,AAPL
2024-05-14,185.89964252722956,186.68286641073877,184.69011878206607,185.82032775878906,52393600,AAPL
2024-05-15,186.29621459797372,189.0126735344407,185.76084369802737,188.09066772460938,70400000,AAPL
2024-05-16,188.83423487080034,189.458829238671,188.03119361367854,188.2096405029297,52845200,AAPL
2024-05-17,187.8824709799172,189.1713095252472,187.55530322495105,188.2393798828125,41282900,AAPL
2024-05-20,187.7040166341828,190.27176982167657,187.38675756521698,189.39932250976562,44361300,AAPL
2024-05-21,189.44891605266244,191.07483113273048,189.2803778274553,190.69810485839844,42309400,AAPL
2024-05-22,190.6187885434668,191.16406816634918,188.63596455316463,189.2605438232422,34648500,AAPL
2024-05-23,189.33980333104984,189.3596358009329,185.02717148762147,185.2750244140625,51005900,AAPL
2024-05-24,187.1984232707908,188.94330296502375,186.4251079843019,188.34844970703125,36327000,AAPL
2024-05-28,189.86528785982966,191.34249703943843,187.47599667367734,188.3583526611328,52280100,AAPL
2024-05-29,187.98160889548626,190.5989356775744,187.88246165547932,188.65576171875,53068000,AAPL
2024-05-30,189.12173915319045,190.52954231443272,188.99286588586446,189.64718627929688,49889100,AAPL
2024-05-31,189.7959119633218,190.9162123421418,188.27905284340878,190.5989532470703,75158300,AAPL
2024-06-03,191.24336235629542,193.31542486412093,190.86663609575578,192.36366271972656,50080500,AAPL
2024-06-04,192.96841099700254,193.64257895328527,191.37223723797064,192.680908203125,47471400,AAPL
2024-06-05,193.72188613227584,195.20900403542353,193.19643901671662,194.18785095214844,54156800,AAPL
2024-06-06,194.0093836485974,194.8124248113502,192.50243342955554,192.8097686767578,41181800,AAPL
2024-06-07,192.97832848334124,195.24867030234284,192.47271383884646,195.1990966796875,53103900,AAPL
2024-06-10,195.20899197297106,195.60556579928584,190.49978557066368,191.46145629882812,97010200,AAPL
2024-06-11,191.98691085726122,205.38089548057218,191.96709351098235,205.3709716796875,172373300,AAPL
2024-06-12,205.58908283581826,218.30889945026047,205.1231180281253,211.24014282226562,198134300,AAPL
2024-06-13,212.8958066808934,214.888539245905,209.7827737762817,212.4001007080078,97862700,AAPL
2024-06-14,212.01345147179217,213.32210737882852,209.4853479747781,210.66513061523438,70122700,AAPL
2024-06-17,211.5375569916551,217.06963733267014,210.8931452933454,214.80921936035156,93728300,AAPL
2024-06-18,215.72132373307375,216.75240063817128,211.1707464886947,212.4496612548828,79943300,AAPL
2024-06-20,212.09275812722348,212.40010854906527,207.0563985691976,207.87925720214844,86172500,AAPL
2024-06-21,208.58315742215362,210.07027533194446,205.33132746963062,205.70806884765625,241805100,AAPL
2024-06-24,205.93610206103614,210.87332959032133,204.8158016590104,206.3524932861328,80727000,AAPL
2024-06-25,207.35378999494392,209.56464939365068,206.8184342324815,207.2744903564453,55549700,AAPL
2024-06-26,209.68360834691896,213.01475280094434,208.83099354238436,211.4185791015625,66213200,AAPL
2024-06-27,212.84622088780682,213.88720639689362,210.52632069800987,212.26129150390625,49772700,AAPL
2024-06-28,213.91696855097956,214.2143951724623,208.49394377490637,208.81118774414062,82542700,AAPL
2024-07-01,210.26856627972688,215.64201747450758,210.10002805599396,214.8885498046875,60402900,AAPL
2024-07-02,214.293668724795,218.48735180877674,213.2526983679821,218.3782958984375,58046200,AAPL
2024-07-03,218.11063203893852,219.64732360839844,217.1489612238199,219.64732360839844,37369800,AAPL
2024-07-05,219.74642480522968,224.5052045874235,219.74642480522968,224.39614868164062,60412400,AAPL
2024-07-08,225.1397075728903,225.89319024119226,221.3326897978435,225.8634490966797,59085900,AAPL
2024-07-09,225.9725055332989,227.42988222637766,224.4259054004998,226.716064453125,48076100,AAPL
2024-07-10,227.3307677065015,231.0783037422216,227.28119408246098,230.97915649414062,62627700,AAPL
2024-07-11,229.40280147827102,230.39421338925845,223.83107137940016,225.61561584472656,64710600,AAPL
2024-07-12,226.9540218514806,230.64207551688347,226.71607753741577,228.5601043701172,53046500,AAPL
2024-07-15,234.44908623752588,235.1926451763578,231.08820043911544,232.38694763183594,62631300,AAPL
2024-07-16,232.98182214446476,234.2409196318231,230.3347538954296,232.80337524414062,43234300,AAPL
2024-07-17,227.47946461019197,229.47221227385296,224.69359950369105,226.91436767578125,57345900,AAPL
2024-07-18,228.3023493485251,228.46097889584826,220.36114484151935,222.25473022460938,66034600,AAPL
2024-07-19,222.88925101284036,224.85224251867803,221.36246807560826,222.3836212158203,49151500,AAPL
2024-07-22,225.06044629209634,225.8238378140571,221.17411283226946,222.03665161132812,48201800,AAPL
2024-07-23,222.44310313331528,224.9910392063895,220.7676144514488,223.07760620117188,39960300,AAPL
2024-07-24,222.0762625279836,222.86939506256107,215.2652677100796,216.66314697265625,61777600,AAPL
2024-07-25,217.0498282561097,218.95335266428125,212.7768448313927,215.62220764160156,51391200,AAPL
2024-07-26,216.8217851678197,217.6050090608147,214.15488466672127,216.08815002441406,41601300,AAPL
2024-07-29,215.0967318967012,217.41663210574902,213.89711684474761,216.36573791503906,36311800,AAPL
2024-07-30,217.3075942808937,218.43780333279796,214.26395224147618,216.9209442138672,41643800,AAPL
2024-07-31,219.5382417741392,221.8978068103832,218.73520059867647,220.17274475097656,50036300,AAPL
2024-08-01,222.44309097566543,222.55214689360594,215.15622233135366,216.48471069335938,62501000,AAPL
2024-08-02,217.26790792406092,223.6625266661827,215.8402875210575,217.97181701660156,105568600,AAPL
2024-08-05,197.3802115476467,211.6664621054212,194.3167520967801,207.47279357910156,119548600,AAPL
2024-08-06,203.53685401433648,208.18657796978488,199.3431861620261,205.4502716064453,69660500,AAPL
2024-08-07,205.12314519344287,211.8052677945223,204.61753049861642,208.01808166503906,63516400,AAPL
2024-08-08,211.27982425167653,212.36045976406422,207.03658185433542,211.4781036376953,47161100,AAPL
2024-08-09,210.2784595957283,214.9182597959333,210.1495712142523,214.38290405273438,42201600,AAPL
2024-08-12,214.46235526228747,217.87674748817912,213.99585104906322,215.91148376464844,38028100,AAPL
2024-08-13,217.38044783379533,220.23902400333975,217.38044783379533,219.62364196777344,44155300,AAPL
2024-08-14,218.92885985517657,221.37054778476931,218.06532277692483,220.07029724121094,41960600,AAPL
2024-08-15,222.92884083716766,223.67326036559285,221.10252008370475,223.04794311523438,46414000,AAPL
2024-08-16,222.25391598005478,225.14226768918678,221.98592068094572,224.36807250976562,44340200,AAPL
